Geneid	HSC_20d_IL1_3	HSC_20d_IL1_4	HSC_20d_ctrl_3	HSC_20d_ctrl_4	HSC_20d_ctrl_1_E061316	HSC_20d_ctrl_2_E061316	HSC_20d_IL1_1_E061316	HSC_20d_IL1_2_E061316
BC080696	0	0	0	0	0	0	0	0
BC089491	0	0	0	0	0	0	0	0
BC089597	0	0	0	0	0	0	0	0
BC094916	0	0	0	2	0	0	0	0
BC100451	0	11	5	0	3	0	0	0
BC100530	0	0	0	0	0	1	2	0
BC106175	3	0	0	0	0	0	0	0
BC106179	0	0	0	0	0	0	0	0
BC107364	0	0	0	0	0	0	0	0
BC117090	0	0	0	0	0	0	0	0
BC147527	316	416	340	188	286	278	395	444
BE692007	15	21	2	0	2	1	8	4
BE949265	0	0	0	0	0	0	0	0
Baalc	0	0	0	0	0	0	0	0
Baat	0	0	0	0	0	0	0	0
Babam1	1913	2109	2493	2046	1732	2203	2698	2630
Bace1	85	77	134	64	109	123	67	77
Bace2	32	45	493	99	60	143	101	53
Bach1	383	437	409	342	267	243	377	376
Bach2	562	483	456	508	360	487	506	603
Bach2os	4	0	5	1	1	0	7	5
Bad	815	1028	1014	1168	886	971	1258	1254
Bag1	4936	5287	7494	6161	5630	6075	6601	6856
Bag2	709	654	1765	1143	1148	1227	1073	1264
Bag3	404	343	373	303	338	394	388	354
Bag4	1176	1101	1805	858	1364	1403	1659	1822
Bag5	1424	1892	2172	1763	1866	2168	1800	2090
Bag6	14	20	22	9	19	20	12	20
Bahcc1	610	564	749	554	476	511	553	374
Bahd1	764	966	913	621	804	836	874	787
Baiap2	481	595	626	453	490	483	557	663
Baiap2l1	80	35	39	105	42	45	25	42
Baiap2l2	11	11	19	11	6	22	20	10
Baiap3	52	42	23	34	7	8	5	14
Bak1	51	40	83	79	45	65	70	48
Bambi	592	588	589	613	354	470	496	482
Bambi-ps1	57	49	12	21	32	44	72	50
Banf1	4560	4415	7571	6844	5007	5632	6420	7312
Banf2	0	0	0	0	0	0	0	0
Banf2os	0	0	0	0	0	0	0	0
Bank1	8	26	38	50	15	56	0	53
Banp	1457	1769	1322	1478	1357	1353	1679	1488
Bap1	4554	5349	6157	4513	4584	5083	5552	5998
Bard1	68	117	132	90	90	48	54	91
Barhl1	3	2	1	1	0	0	0	0
Barhl2	0	0	0	0	0	0	0	0
Barx1	0	0	0	0	0	0	0	0
Barx2	0	0	0	0	0	0	0	0
Basp1	888	896	1246	1074	801	854	1062	893
Batf	1212	1457	1373	1358	1077	1280	1490	1652
Batf2	323	337	488	362	354	336	280	250
Batf3	0	0	0	1	2	0	0	0
Bax	1930	1996	2386	2393	1572	1796	1979	2242
Baz1a	1571	1386	1880	1579	1331	1255	1614	1798
Baz1b	4373	4544	5168	4163	4912	5134	5380	5821
Baz2a	1447	1835	1569	1438	1446	1296	1430	1631
Baz2b	5214	4513	3471	2742	3004	2412	4759	2931
Bbc3	365	363	357	299	270	295	346	244
Bbip1	901	829	1056	1168	788	774	1046	1091
Bbof1	82	77	129	64	91	63	124	113
Bbox1	0	0	0	0	0	0	0	0
Bbs1	205	284	242	218	308	369	291	375
Bbs10	159	250	185	112	183	295	304	199
Bbs12	61	98	144	48	72	89	75	127
Bbs2	349	364	468	373	317	276	505	596
Bbs4	573	650	707	523	564	546	594	671
Bbs5	93	121	237	70	110	121	109	200
Bbs7	145	181	220	124	174	246	180	228
Bbs9	1196	1343	1264	554	1123	1185	1506	1754
Bbx	2971	3544	3670	3115	2787	2962	3313	3048
Bc1	6	6	14	24	17	9	3	14
Bcam	319	526	749	487	416	567	565	516
Bcan	1	0	0	0	0	0	0	0
Bcap29	2212	2178	3404	2146	2626	2868	3552	3566
Bcap31	7228	7477	10797	9625	7595	8633	9506	9826
Bcar1	0	0	2	0	0	6	0	0
Bcar3	36	122	77	33	64	110	118	68
Bcas1	46	61	4	14	3	3	49	31
Bcas1os2	0	0	1	0	0	0	0	0
Bcas2	2825	2810	4074	3741	2737	3370	3516	3826
Bcas3	1318	1775	1775	950	1461	1704	1589	1800
Bcas3os1	8	15	13	6	11	4	7	9
Bcas3os2	1	6	1	0	1	0	0	0
Bcat1	0	3	32	27	25	8	5	0
Bcat2	2007	2317	2721	2524	1852	2134	2282	2884
Bccip	2380	2349	4040	2712	2819	3025	3043	3199
Bcdin3d	402	446	389	343	313	445	467	520
Bche	0	0	0	0	0	0	0	0
Bckdha	2430	2979	2917	2516	2056	2303	2878	3020
Bckdhb	525	503	775	691	590	633	690	837
Bckdk	3837	4431	5421	5105	4240	5181	5709	5949
Bcl10	1798	1926	2296	1805	1754	1985	2398	2325
Bcl11a	3594	3564	4148	2840	3051	3634	4273	4201
Bcl11b	0	0	0	2	0	0	0	1
Bcl2	2842	3561	4094	3141	3047	2833	3806	3514
Bcl2a1a	0	0	1	0	1	0	3	0
Bcl2a1b	9	5	21	5	6	11	23	16
Bcl2a1c	0	0	0	0	0	0	0	0
Bcl2a1d	5	2	2	0	3	3	7	12
Bcl2l1	1000	1172	1480	1583	1410	1615	1441	1552
Bcl2l10	0	0	2	0	0	0	0	0
Bcl2l11	435	409	393	289	433	364	645	698
Bcl2l12	660	485	806	661	515	547	711	653
Bcl2l13	189	216	238	174	193	266	211	276
Bcl2l14	109	115	154	64	79	65	233	228
Bcl2l15	0	0	0	2	0	0	0	0
Bcl2l2	112	143	161	170	98	66	141	116
Bcl3	674	736	1003	757	687	631	642	600
Bcl6	215	208	109	67	119	96	260	263
Bcl6b	0	0	0	0	0	0	0	0
Bcl7a	534	523	682	582	373	384	487	487
Bcl7b	1820	1800	2105	1892	1636	1770	1888	2036
Bcl7c	1655	1653	2707	2125	2067	2152	1997	2151
Bcl9	726	537	781	563	503	536	546	647
Bcl9l	385	536	592	409	432	478	426	392
Bclaf1	5845	5586	7657	4964	5416	6773	6641	7220
Bco1	3	18	6	7	3	5	4	0
Bco2	158	229	149	214	91	153	223	275
Bcor	2108	2482	2400	1472	2163	2215	2076	2144
Bcorl1	253	208	261	291	233	225	177	168
Bcr	909	799	1043	761	804	822	682	608
Bcs1l	835	1046	1625	1187	1085	1223	1167	1242
Bdh1	209	192	280	171	165	158	256	254
Bdh2	410	598	894	706	632	737	492	573
Bdkrb1	1	0	0	0	0	0	0	3
Bdkrb2	0	0	0	0	0	0	0	0
Bdnf	0	0	0	0	0	0	0	0
Bdp1	778	579	865	741	628	669	523	425
Bean1	0	0	0	0	0	0	0	0
Becn1	3649	4127	3941	3490	3474	3932	4255	4882
Becn2	2	0	0	0	3	0	0	0
Begain	56	67	140	158	114	112	116	61
Bend3	206	215	562	215	457	446	140	390
Bend4	330	353	420	319	343	362	437	374
Bend5	358	435	520	279	302	361	367	408
Bend6	0	1	0	0	0	0	12	0
Bend7	227	313	347	220	212	297	275	280
Best1	77	73	59	50	34	73	43	82
Best2	0	0	0	0	0	0	0	0
Best3	4	2	2	3	7	5	1	1
Bet1	1489	1586	1948	1530	1218	1654	1924	1854
Bet1l	744	818	877	830	562	730	748	854
Bex1	428	395	839	904	672	726	637	643
Bex2	124	97	144	172	94	84	134	177
Bex4	462	503	723	731	580	681	742	792
Bex6	104	104	78	41	44	50	134	134
Bfar	2411	2661	3550	2750	2225	2776	2892	2967
Bfsp1	4	13	24	6	14	43	2	17
Bfsp2	63	82	33	52	34	29	99	64
Bglap	0	0	0	0	0	3	1	0
Bglap2	0	0	2	0	0	0	0	0
Bglap3	0	0	0	0	0	0	0	0
Bgn	443	448	758	759	552	663	362	428
Bhlha15	28	0	160	22	42	27	14	0
Bhlha9	0	0	0	0	0	0	0	0
Bhlhb9	1769	2158	3184	1843	2373	3058	3162	3016
Bhlhe22	0	1	1	0	2	0	0	0
Bhlhe23	0	0	0	0	2	0	0	0
Bhlhe40	602	709	894	434	533	588	612	710
Bhlhe41	0	3	12	8	0	2	17	3
Bhmt	0	0	0	0	0	0	0	0
Bhmt-ps1	0	0	0	0	0	0	0	0
Bhmt2	0	0	0	0	0	0	0	0
Bicc1	2	0	0	14	0	0	0	0
Bicd1	5	2	4	2	1	8	2	1
Bicd2	1849	1909	1562	1277	1613	2155	2191	2246
Bid	273	267	535	503	483	516	390	599
Bik	8	8	10	5	4	3	11	1
Bin1	264	236	548	481	411	428	409	321
Bin2	14706	17665	19714	15974	14847	16303	18142	19988
Bin3	1849	2220	2436	1828	1742	1928	2246	2658
Birc2	2374	2905	2940	1633	2067	2294	2977	2872
Birc3	1232	1610	1260	841	1145	1423	1410	1478
Birc5	2987	2939	2708	2339	1916	2413	3672	3391
Birc6	2526	2670	2457	2238	2389	2413	2563	1808
Birc7	0	0	0	0	0	0	0	0
Bivm	938	906	1138	658	945	1237	1329	1283
Blcap	970	1098	1302	1097	1116	1167	1210	1291
Blk	2	0	0	0	0	0	0	0
Blm	626	795	990	454	783	815	1079	1230
Blmh	2947	3569	4554	3513	3721	4128	4561	4694
Blnk	10	29	36	7	55	0	8	3
Bloc1s1	1215	1211	1470	1597	1089	1220	1494	1644
Bloc1s2	1183	1336	1095	1077	689	791	1164	1240
Bloc1s2-ps	2	4	4	8	5	4	5	4
Bloc1s3	435	701	517	487	362	400	685	686
Bloc1s4	788	742	1110	979	622	830	859	933
Bloc1s5	720	787	902	657	734	871	931	1087
Bloc1s6	1504	1495	2039	1177	1529	1598	2076	2076
Bloc1s6os	13	33	22	41	18	33	54	10
Bloodlinc	0	0	0	2	0	0	0	0
Blvra	1031	1212	1649	1323	1177	1214	1586	1960
Blvrb	562	695	794	725	636	681	663	838
Blzf1	900	934	1321	623	667	1081	895	1093
Bmf	93	130	72	12	31	16	112	48
Bmi1	1565	1464	2307	977	2081	2086	1923	2260
Bmp1	1011	1161	1596	1087	1086	1222	766	960
Bmp10	0	0	0	0	0	0	0	0
Bmp15	0	0	0	0	0	0	0	0
Bmp2	2	0	0	0	6	0	0	0
Bmp2k	331	460	374	191	197	307	620	417
Bmp3	0	0	0	0	0	0	0	0
Bmp4	25	25	40	57	34	76	10	24
Bmp5	0	0	0	0	0	0	0	0
Bmp6	0	0	0	1	1	0	0	0
Bmp7	14	23	14	31	31	67	49	91
Bmp8a	7	28	42	1	31	20	22	19
Bmp8b	2	4	7	0	0	17	0	0
Bmper	0	0	0	16	0	32	0	0
Bmpr1a	59	75	98	18	78	138	27	71
Bmpr1b	0	0	0	0	0	0	1	0
Bmpr2	278	514	550	375	347	319	429	412
Bms1	2665	3308	3195	2177	2843	3118	2655	3009
Bmt2	953	1249	1278	769	1071	1539	1376	1501
Bmx	22	8	0	0	0	14	7	6
Bmyc	1266	1288	1644	1762	1100	1361	1342	1438
Bnc1	0	0	0	0	0	0	0	0
Bnc2	1	0	0	0	0	0	0	0
Bnip1	609	501	926	816	631	700	794	757
Bnip2	3197	3304	3692	2515	2960	3376	3904	4179
Bnip3	779	928	950	659	912	960	1212	1108
Bnip3l	4113	4909	5290	3718	3803	4401	6058	6065
Bnip3l-ps	29	24	34	24	42	21	50	40
Bnipl	5	2	0	4	0	1	0	0
Boc	145	250	214	118	153	274	182	90
Bod1	1034	1178	1522	1369	1302	1430	1415	1364
Bod1l	3272	3221	3568	3426	2343	2163	3015	2379
Bok	34	50	279	240	120	214	125	125
Bola1	671	660	894	874	611	713	765	860
Bola2	621	608	1096	1137	751	854	797	1093
Bola3	767	812	1222	1250	876	902	1016	1159
Boll	16	9	6	17	43	51	18	11
Bop1	2197	2705	4432	3484	3337	3758	2956	3645
Bora	1589	1677	1506	1077	1016	1035	1857	1580
Borcs5	568	621	795	600	513	791	940	739
Borcs6	215	207	223	172	161	177	210	204
Borcs7	516	601	609	662	423	517	702	631
Borcs8	901	995	1225	1018	789	1047	1103	1181
Borg	0	0	0	0	0	0	0	0
Bpgm	1262	1466	1285	849	994	1241	1748	1521
Bphl	1245	1504	1468	1111	864	1058	1388	1574
Bpi	0	0	0	0	0	0	0	0
Bpifa1	0	0	0	0	0	0	0	0
Bpifa2	0	0	0	0	0	0	0	0
Bpifa3	0	0	0	0	0	0	0	0
Bpifa5	0	0	1	0	0	0	0	0
Bpifa6	0	0	0	0	0	0	0	0
Bpifb1	0	2	0	1	0	1	0	0
Bpifb2	0	0	0	0	0	0	0	0
Bpifb3	0	0	0	0	0	0	0	0
Bpifb4	0	0	0	0	0	0	0	0
Bpifb5	246	337	470	238	263	245	280	153
Bpifb6	0	0	0	0	0	0	0	0
Bpifb9a	0	0	0	0	1	0	0	0
Bpifb9b	0	0	0	0	0	0	0	0
Bpifc	55	23	241	13	1	34	52	6
Bpnt1	327	400	481	401	447	479	522	514
Bptf	2187	2358	2564	2622	1741	1573	2120	1856
Braf	1271	1055	1299	980	938	928	1089	950
Brap	1851	2083	2055	1373	1716	1945	1971	2228
Brat1	1189	1754	1583	967	1144	1383	1523	1777
Brca1	968	1171	1373	566	944	1705	1331	1364
Brca2	1122	932	1420	1060	1362	1503	1476	1419
Brcc3	995	1043	1644	1030	1238	1280	1330	1681
Brd1	2972	2927	3252	2681	2968	2814	2717	2704
Brd2	10	14	14	5	8	8	10	9
Brd3	3325	3134	3858	3362	2669	2966	3755	3448
Brd4	5479	5290	7144	5459	4223	4625	5424	4788
Brd7	2496	2624	2860	1980	2368	2535	3100	3142
Brd8	4864	5610	4798	3201	4060	4049	4855	4588
Brd9	1700	1774	1710	1144	1253	1185	1427	1261
Brdt	42	44	64	42	59	22	58	46
Bre	1228	1242	1514	1119	1120	1110	1636	1853
Brf1	4424	4635	4483	3159	2998	3287	3302	3510
Brf2	490	508	574	518	395	524	615	562
Bri3	66	75	77	56	42	37	55	45
Bri3bp	1003	927	1677	1373	1177	1208	1237	1405
Bricd5	0	0	0	0	0	0	0	0
Brinp1	0	0	0	0	0	0	0	0
Brinp2	2	2	16	0	3	3	0	3
Brinp3	0	0	0	0	0	0	0	0
Brip1	1068	1012	909	785	1123	1265	1631	1430
Brip1os	1462	1587	2143	1444	1493	1835	2063	2442
Brix1	2148	2122	3663	3142	2831	2996	3323	3656
Brk1	3498	3759	4759	4271	3442	3902	4608	5114
Brms1	1990	1876	2133	2014	1735	1750	2004	2214
Brms1l	570	632	712	579	571	782	643	777
Brox	1446	1703	1406	1010	1454	2001	2115	2101
Brpf1	2601	2781	3093	2128	2442	2873	3155	2877
Brpf3	85	130	89	128	100	77	97	98
Brs3	0	0	0	0	0	0	0	0
Brsk1	10	9	27	3	1	4	9	15
Brsk2	39	26	35	38	8	5	18	3
Brwd1	9	8	21	11	7	11	11	8
Brwd3	195	161	128	156	178	123	207	162
Bscl2	2646	3167	3471	2991	2466	2964	4289	3464
Bsdc1	22	22	22	24	13	24	28	30
Bsg	5722	5767	7882	7471	6306	7323	8085	8381
Bsn	378	341	535	314	455	476	345	435
Bsnd	0	0	0	0	0	0	0	0
Bsph1	0	0	0	0	0	0	0	0
Bsph2	0	0	0	0	0	0	0	0
Bspry	23	22	37	60	27	62	91	37
Bst1	0	0	0	0	0	0	0	0
Bst2	1275	1213	2588	2663	1779	1729	1498	1693
Bsx	0	0	0	0	0	0	0	0
Btaf1	2477	2799	2554	1580	2803	2928	2549	2677
Btbd1	1503	1645	2112	1270	1674	1929	2064	2128
Btbd10	613	747	779	506	600	765	848	1002
Btbd11	117	163	105	99	172	134	193	165
Btbd16	33	39	18	15	7	2	11	20
Btbd17	0	0	0	0	0	0	0	0
Btbd18	13	7	6	18	1	14	0	1
Btbd19	293	394	683	453	386	413	403	355
Btbd2	1657	1784	2242	1818	1553	2037	1787	1996
Btbd3	457	573	609	341	675	541	550	714
Btbd6	612	730	832	632	562	724	746	755
Btbd7	861	1070	1272	743	1505	1559	1490	1453
Btbd8	62	83	73	26	66	82	76	54
Btbd9	2478	2559	3311	2501	2569	2654	2876	2683
Btc	244	206	327	181	230	351	238	301
Btd	962	1100	1232	703	762	1174	1346	1108
Btf3	4265	4559	6816	6463	4782	5278	6094	6673
Btf3l4	489	552	858	566	551	673	745	797
Btg1	2715	2612	2904	1776	1696	1860	2242	1976
Btg1-ps1	0	0	0	0	0	0	0	0
Btg1-ps2	0	0	0	0	0	0	0	0
Btg2	2835	2470	1561	968	978	1075	1399	1536
Btg3	47	53	51	92	73	65	67	47
Btg4	0	0	0	0	0	0	0	0
Btk	2985	3419	3494	2457	3383	3641	4844	4985
Btla	1	0	0	0	0	2	0	0
Btn1a1	0	0	0	0	4	0	5	0
Btn2a2	0	0	0	0	0	0	5	0
Btnl1	0	0	0	0	0	0	0	0
Btnl10	2	0	0	0	0	0	0	0
Btnl2	0	0	0	0	0	0	0	0
Btnl4	0	0	0	0	0	0	0	0
Btnl5-ps	0	0	0	0	0	0	0	0
Btnl6	0	0	0	0	0	0	0	0
Btnl9	35	56	35	25	3	18	87	53
Btrc	1322	1726	1770	1134	1249	1690	1657	2163
Bub1	2173	1924	1953	1124	1586	1990	2569	2884
Bub1b	4312	4461	4026	2859	3275	4604	5161	5892
Bub3	5510	5515	7068	5401	5225	6029	6867	7423
Bud13	879	1051	989	1060	963	1172	1211	1275
Bud31	1308	1538	1957	1928	1217	1530	1837	1962
Bves	0	4	0	6	3	1	0	0
Bvht	13	25	10	21	14	8	16	20
Bysl	774	686	1307	1079	1277	1090	742	1086
Bzrap1	12	3	4	12	12	2	8	6
Bzw1	8562	8493	14319	6380	11791	12948	13585	14709
Bzw2	3847	3794	7075	5172	5121	5481	4991	5429
C030004G16Rik	0	0	0	0	0	0	0	0
C030006K11Rik	755	871	1128	998	854	902	865	899
C030007H22Rik	0	0	0	0	0	0	0	0
C030013C21Rik	6	9	6	0	5	1	3	6
C030013G03Rik	18	14	10	14	15	14	5	0
C030016D13Rik	5	6	13	9	5	0	5	8
C030018K13Rik	0	0	0	0	0	0	0	0
C030023E24Rik	0	0	0	0	0	0	0	0
C030029H02Rik	0	0	0	0	0	0	0	0
C030034I22Rik	187	188	287	260	162	154	195	152
C030034L19Rik	1498	1533	884	491	467	459	1041	640
C030037D09Rik	152	109	180	155	192	173	165	125
C030037F17Rik	0	0	0	0	0	0	0	0
C030039L03Rik	214	216	203	189	128	208	138	159
C030047K22Rik	0	0	0	0	0	1	0	0
C130021I20Rik	0	0	0	0	0	0	0	0
C130023O10Rik	37	22	17	40	6	0	8	4
C130026I21Rik	5	5	32	12	8	6	18	7
C130026L21Rik	0	0	0	0	0	0	0	0
C130030K03Rik	0	0	0	0	0	0	0	0
C130036L24Rik	92	103	81	78	54	91	71	94
C130040N14Rik	0	0	0	0	0	0	0	0
C130046K22Rik	253	199	420	151	208	283	263	327
C130050O18Rik	152	103	66	98	95	62	135	78
C130060C02Rik	5	7	6	1	2	0	0	3
C130060K24Rik	0	0	0	0	0	4	0	0
C130071C03Rik	0	0	0	0	0	0	0	0
C130073F10Rik	0	0	0	0	0	0	0	0
C130074G19Rik	0	0	3	0	0	0	0	0
C130079G13Rik	0	0	0	0	0	0	0	0
C130080G10Rik	0	0	0	0	0	0	0	0
C130083M11Rik	0	6	0	0	4	3	0	0
C1d	1969	2074	2967	2424	2087	2345	2776	3218
C1galt1	420	763	536	236	634	719	1304	1099
C1galt1c1	425	416	606	455	484	515	689	654
C1qa	5	12	12	36	97	27	18	14
C1qb	24	40	76	68	168	51	13	46
C1qbp	545	553	1184	889	801	897	845	819
C1qc	12	27	58	30	96	46	23	42
C1ql1	8	21	60	69	31	50	37	33
C1ql2	0	0	0	0	0	0	0	0
C1ql3	2	2	4	0	3	2	1	0
C1ql4	3	0	1	0	0	0	0	0
C1qtnf1	0	3	12	32	8	10	9	11
C1qtnf2	0	0	0	0	0	0	0	0
C1qtnf3	0	0	4	2	3	3	1	2
C1qtnf4	0	0	0	0	0	0	0	0
C1qtnf5	6	2	3	8	3	0	11	0
C1qtnf6	357	464	434	441	322	408	645	551
C1qtnf7	0	4	2	0	5	0	0	0
C1qtnf9	0	4	0	0	6	0	0	0
C1ra	395	404	745	467	418	581	493	476
C1rb	0	0	1	0	0	0	0	0
C1rl	804	865	757	649	686	620	1008	882
C1s1	0	0	36	12	4	6	7	0
C1s2	0	0	0	0	0	0	0	0
C2	0	0	0	0	0	0	0	0
C230004F18Rik	0	0	0	0	0	0	0	0
C230012O17Rik	0	0	0	0	2	0	0	0
C230014O12Rik	4	0	0	0	0	0	0	0
C230024C17Rik	1	4	9	0	3	1	0	0
C230029F24Rik	0	0	0	0	0	0	0	0
C230035I16Rik	37	23	17	34	20	18	51	40
C230037L18Rik	84	81	93	80	42	53	88	45
C230057M02Rik	2	10	2	10	4	0	1	3
C230062I16Rik	40	52	59	47	47	66	47	68
C230072F16Rik	11	2	3	1	3	2	3	4
C230079O03Rik	0	0	0	0	0	0	0	0
C230091D08Rik	127	131	141	129	151	146	177	210
C2cd2	1080	1103	1267	960	1232	1298	1418	1359
C2cd2l	465	652	632	447	423	488	488	597
C2cd3	2213	2791	2603	1285	2414	3538	2802	3070
C2cd4a	0	0	0	0	0	0	0	0
C2cd4b	1	21	5	8	7	6	11	0
C2cd4c	0	0	0	0	0	0	0	0
C2cd4d	6	2	10	2	5	7	10	6
C2cd5	3904	3780	4210	2034	3330	3468	4465	4358
C3	497	0	0	2	7	17	35	1
C330002G04Rik	10	10	18	29	2	8	15	25
C330004P14Rik	0	0	0	0	0	0	0	0
C330006A16Rik	1010	1046	1534	1334	1088	1058	1239	1303
C330007P06Rik	1339	1293	1487	853	1342	1406	1841	1897
C330011F03Rik	0	0	0	0	0	2	0	0
C330013E15Rik	21	21	28	34	27	29	29	25
C330016L05Rik	0	0	0	0	0	0	0	0
C330018A13Rik	2	0	0	1	0	0	0	0
C330018D20Rik	292	348	326	187	289	280	385	367
C330020E22Rik	0	0	0	0	1	0	0	0
C330021F23Rik	0	0	0	0	0	1	0	0
C330022C24Rik	0	0	0	0	2	0	0	0
C330024C12Rik	0	0	0	0	0	0	4	0
C330024D21Rik	0	0	0	0	0	0	0	0
C330027C09Rik	920	740	759	449	634	783	1024	1127
C3ar1	17	12	11	7	3	8	3	11
C430002N11Rik	33	18	23	31	15	10	13	10
C430042M11Rik	12	17	14	16	27	12	39	14
C430049B03Rik	37	29	57	55	36	38	29	20
C430049E01Rik	0	0	0	0	0	0	0	0
C4a	0	0	0	0	0	0	0	0
C4b	3	4	0	0	0	0	3	1
C4bp	0	0	0	0	0	0	0	0
C4bp-ps1	2	2	0	0	0	0	0	0
C530005A16Rik	37	9	21	8	24	26	47	30
C530008M17Rik	411	471	506	277	754	864	511	622
C530044C16Rik	0	0	0	0	0	0	0	0
C5ar1	81	0	7	0	0	0	0	0
C5ar2	0	0	1	0	9	5	0	0
C6	0	0	0	0	0	0	0	0
C630028M04Rik	0	0	0	0	0	0	0	0
C630031E19Rik	0	0	0	0	0	0	0	0
C630043F03Rik	10	9	6	37	14	5	32	20
C7	10	9	16	23	9	20	21	19
C730002L08Rik	0	0	0	0	0	0	0	0
C730027H18Rik	0	0	0	0	0	0	0	0
C730036E19Rik	0	0	0	0	0	0	0	0
C77080	6	6	7	5	6	8	2	5
C77370	11	0	22	3	3	7	14	0
C86187	0	0	0	0	1	0	0	0
C87198	0	0	0	0	0	0	0	0
C87414	0	0	0	0	0	0	0	0
C87436	1784	2103	2406	1587	1775	1934	2232	2327
C87499	0	0	0	0	0	0	0	0
C87977	0	0	0	0	0	0	0	0
C8a	0	0	0	0	0	0	0	0
C8b	0	0	6	0	0	0	0	0
C8g	258	299	302	228	189	212	236	303
C9	0	0	0	0	0	0	0	0
C920006O11Rik	321	331	302	155	243	174	323	173
C920008G01Rik	0	0	0	0	0	0	0	0
C920009B18Rik	6	18	12	14	1	23	46	27
C920021L13Rik	109	96	112	72	95	67	67	60
CJ186046Rik	0	0	0	0	0	0	0	0
CK137956	0	0	0	0	0	0	0	0
CN725425	0	0	17	0	0	0	0	0
Caap1	695	706	888	580	566	613	863	868
Cab39	3991	4526	4852	2563	4463	4890	5146	5461
Cab39l	2289	2501	2944	1821	2398	2902	3577	3060
Cabin1	3377	4195	4345	2943	3376	3612	3464	3637
Cables1	1257	1619	2234	1477	1090	1756	1114	1083
Cables2	2387	2720	3328	1916	2172	2830	2391	2802
Cabp1	0	2	0	3	0	0	0	0
Cabp2	0	0	0	0	0	0	0	0
Cabp4	0	0	0	0	0	0	0	0
Cabp5	0	0	0	0	5	0	0	0
Cabp7	0	0	0	0	0	0	0	0
Cabs1	0	0	0	0	0	0	0	0
Cabyr	169	230	154	104	123	123	217	99
Cacfd1	657	786	749	566	511	718	937	793
Cachd1	7	9	7	14	20	22	0	17
Cacna1a	543	452	470	476	401	346	408	353
Cacna1b	11	3	8	0	3	1	1	0
Cacna1c	51	66	55	96	65	10	25	27
Cacna1d	10	25	5	60	14	82	17	44
Cacna1e	0	0	0	0	0	1	1	0
Cacna1f	5	2	4	10	2	1	12	2
Cacna1g	0	0	0	0	0	0	0	0
Cacna1h	0	0	0	0	0	0	0	0
Cacna1i	0	0	0	0	0	0	0	0
Cacna1s	0	0	0	0	0	0	0	0
Cacna2d1	5	9	0	4	18	44	4	0
Cacna2d2	28	19	41	15	24	11	27	26
Cacna2d3	0	0	0	0	0	0	0	0
Cacna2d4	91	153	141	14	92	82	170	103
Cacnb1	302	313	293	237	257	199	167	214
Cacnb2	774	947	724	476	766	1050	1183	1169
Cacnb3	0	0	0	0	0	0	0	0
Cacnb4	52	53	50	51	42	35	68	69
Cacng1	0	0	0	0	0	0	0	0
Cacng2	0	0	0	0	0	0	0	0
Cacng3	0	0	0	0	0	0	0	0
Cacng4	0	0	0	0	0	0	0	0
Cacng5	0	0	0	0	0	0	0	0
Cacng6	0	0	0	0	0	0	0	0
Cacng7	0	0	0	0	0	0	0	0
Cacng8	0	0	0	0	0	0	0	0
Cactin	2604	2603	3397	2538	2904	3033	2777	2951
Cacul1	1012	1215	1529	804	1345	1495	1422	1757
Cacybp	4122	3647	6661	6277	5164	5413	5577	6489
Cad	2815	3693	4653	3893	5224	6017	4004	5636
Cadm1	117	105	76	32	67	100	164	89
Cadm2	0	1	2	0	6	0	1	1
Cadm3	5	12	5	2	4	1	7	1
Cadm4	6	16	7	14	9	3	1	3
Cadps	0	0	0	1	0	0	0	0
Cadps2	927	1315	1330	998	1100	1602	994	1192
Cage1	99	66	121	81	96	78	78	115
Cahm	0	0	0	0	0	0	0	0
Calb1	0	0	0	0	0	0	0	0
Calb2	0	0	0	0	0	0	0	0
Calca	4	2	18	8	0	0	7	3
Calcb	0	0	0	0	0	0	0	0
Calcoco1	2696	3633	2301	1774	2157	2561	3104	2416
Calcoco2	0	0	0	0	0	0	0	0
Calcr	0	0	0	0	0	0	0	0
Calcrl	1819	1542	2641	895	2465	3083	3139	3081
Cald1	14	17	2	2	1	18	11	18
Calhm1	0	0	0	0	0	0	0	0
Calhm2	703	915	894	600	615	828	904	1116
Calm1	11064	11216	17535	16720	12541	13798	16834	16810
Calm2	17240	17834	19722	15009	13840	15298	22428	21095
Calm3	4404	4829	5801	4756	4405	4437	6209	5867
Calm4	0	0	0	0	0	0	0	0
Calm5	0	0	0	0	0	0	0	0
Calml3	0	0	0	0	0	0	0	0
Calml4	44	53	104	69	89	91	74	120
Caln1	0	0	5	0	0	0	0	0
Calr	16605	16078	23596	18155	17863	18523	21081	21238
Calr3	87	74	132	112	66	120	136	135
Calr4	0	2	2	0	1	0	0	0
Calu	4654	4918	6950	3351	5547	7035	7718	8059
Caly	0	0	1	0	0	1	0	1
Camk1	2046	2341	2458	2195	1874	2039	2222	2745
Camk1d	289	240	456	206	333	315	293	172
Camk1g	3	0	0	0	0	0	0	0
Camk2a	414	445	466	307	279	311	547	382
Camk2b	193	172	152	67	103	104	105	148
Camk2d	1832	1796	2598	1119	1890	2247	2407	2078
Camk2g	499	406	557	518	342	340	371	313
Camk2n1	7	5	4	3	3	3	0	7
Camk2n2	22	9	11	10	22	13	16	21
Camk4	26	18	36	47	16	29	19	8
